,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
342,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/painting,,,,,,,,
343,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 3 in the,English,Beginner Level,https://www.coursera.org/learn/drug-commercialization,,,,,,,
344,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 6 in the,English,Approx. 5 hours to complete,https://www.coursera.org/learn/introduction-to-software-product-management,,,,,,,
345,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/norms,,,,,,,,
346,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 4 in the,English,Intermediate Level,https://www.coursera.org/learn/excel-intermediate-2,,,,,,,
347,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 14 hours to complete,https://www.coursera.org/learn/aboriginal-education,,,,,,,,
348,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 9 hours to complete,https://www.coursera.org/learn/information-systems-audit,,,,,,,
349,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/six-sigma-principles,,,,,,,
350,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/writing-for-business,,,,,,,
351,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Advanced Level,https://www.coursera.org/learn/autodesk-autocad-design-drafting,,,,,,,,
352,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/typography,,,,,,,
353,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/customer-segmentation-prospecting,,,,,,,
354,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Approx. 10 hours to complete,https://www.coursera.org/learn/gestionar-personas,,,,,,,,
355,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 43 hours to complete,https://www.coursera.org/learn/journalism,,,,,,,,
356,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/how-things-work,,,,,,,,
357,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Intermediate Level,https://www.coursera.org/learn/business-english-intro,,,,,,,
358,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,Beginner Level,English,Approx. 15 hours to complete,https://www.coursera.org/learn/summary-statistics,,,,,,
359,Week 3: Classification,https://www.coursera.org/learn/changing-global-order,,,,,,,,,,,,,
360,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/globalenergyandclimatepolicy,,,,,,,,
361,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Beginner Level,https://www.coursera.org/learn/legaltech,,,,,,,,
362,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/probability-statistics,,,,,,,,
363,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 14 hours to complete,https://www.coursera.org/learn/microbiome,,,,,,,,
364,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 66 hours to complete,https://www.coursera.org/learn/erasmus-econometrics,,,,,,,,
365,Week 3: Classification,https://www.coursera.org/learn/golang-webservices-1,,,,,,,,,,,,,
366,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 5 in the,English,Approx. 21 hours to complete,https://www.coursera.org/learn/analytics-excel,,,,,,,
367,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/basic-statistics,,,,,,,
368,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 5 of 5 in the,English,Approx. 9 hours to complete,https://www.coursera.org/learn/python-data-visualization,,,,,,,
369,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 8 hours to complete,https://www.coursera.org/learn/uva-darden-design-thinking-social-sector,,,,,,,
370,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Approx. 25 hours to complete,https://www.coursera.org/learn/introduction-portfolio-construction-python,,,,,,,
371,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/data-analytics-for-lean-six-sigma,,,,,,,,
372,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 28 hours to complete,https://www.coursera.org/learn/refugees-21st-century,,,,,,,
373,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 12 hours to complete,https://www.coursera.org/learn/containerized-apps-on-aws,,,,,,,
374,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 11 hours to complete,https://www.coursera.org/learn/business-transformation-google-cloud,,,,,,,
375,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 13 hours to complete,https://www.coursera.org/learn/version-control-with-git,,,,,,,,
376,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 26 hours to complete,https://www.coursera.org/learn/transmedia-storytelling,,,,,,,,
377,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Intermediate Level,https://www.coursera.org/learn/excel-aplicado-negocios-avanzado,,,,,,,,
378,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/public-speaking,,,,,,,
379,Week 3: Classification,https://www.coursera.org/learn/conversational-experiences-dialogflow,,,,,,,,,,,,,
380,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 24 hours to complete,https://www.coursera.org/learn/guitar,,,,,,,,
381,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 6 hours to complete,https://www.coursera.org/learn/project-risk-management,,,,,,,,
382,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,French,Beginner Level,https://www.coursera.org/learn/excellence-operationnelle,,,,,,,,
383,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 13 hours to complete,https://www.coursera.org/learn/introduction-to-cloud,,,,,,,
384,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Coursera Labs,Course 2 of 4 in the,Intermediate Level,English,Approx. 22 hours to complete,https://www.coursera.org/learn/sample-based-learning-methods,,,,,
385,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,Intermediate Level,English,Approx. 56 hours to complete,https://www.coursera.org/learn/progfun1,,,,,,
386,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/introduction-blockchain-technologies,,,,,,,
387,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 15 hours to complete,https://www.coursera.org/learn/environmental-law,,,,,,,,
388,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Approx. 19 hours to complete,https://www.coursera.org/learn/exposure-photography,,,,,,,
389,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Beginner Level,https://www.coursera.org/learn/democracia,,,,,,,,
390,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/dentistry101,,,,,,,,
391,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/python-functions-files-dictionaries,,,,,,,
392,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Beginner Level,https://www.coursera.org/learn/anticorrupcion-introduccion,,,,,,,,
393,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/positive-psychology-applications,,,,,,,
394,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/introduction-embedded-systems,,,,,,,,
395,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 15 hours to complete,https://www.coursera.org/learn/family-planning,,,,,,,,
396,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 16 hours to complete,https://www.coursera.org/learn/law-student,,,,,,,,
397,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Beginner Level,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r,,,,,,,,
398,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/cybersecurity-roles-processes-operating-system-security,,,,,,,,
399,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/computational-neuroscience,,,,,,,,
400,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/mindfulness,,,,,,,,
401,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/smart-cities,,,,,,,,
402,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,English,Intermediate Level,https://www.coursera.org/learn/golang-getting-started,,,,,,,
403,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/intro-economic-theories,,,,,,,,
404,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,English,Advanced Level,https://www.coursera.org/learn/probabilistic-graphical-models,,,,,,,
405,Week 3: Classification,https://www.coursera.org/learn/principles-of-microeconomics,,,,,,,,,,,,,
406,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/personal-branding,,,,,,,,
407,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/love-social-justice,,,,,,,,
408,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/what-is-a-proof,,,,,,,
409,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 25 hours to complete,https://www.coursera.org/learn/genetics-evolution,,,,,,,,
410,Week 3: Classification,https://www.coursera.org/learn/python-osnovy-programmirovaniya,,,,,,,,,,,,,
411,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/wharton-communication-skills,,,,,,,
412,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,Intermediate Level,English,Approx. 9 hours to complete,https://www.coursera.org/learn/introduction-trading-machine-learning-gcp,,,,,,
413,Week 3: Classification,https://www.coursera.org/learn/python-programming-introduction,,,,,,,,,,,,,
414,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/modern-world-2,,,,,,,,
415,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/plantknows,,,,,,,,
416,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,English,Intermediate Level,https://www.coursera.org/learn/excel-data-analysis-fundamentals,,,,,,,
417,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Approx. 9 hours to complete,https://www.coursera.org/learn/finanzas-personales,,,,,,,,
418,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/english-composition,,,,,,,,
419,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 19 hours to complete,https://www.coursera.org/learn/healthcarejobs,,,,,,,,
420,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,Advanced Level,English,Approx. 35 hours to complete,https://www.coursera.org/learn/intro-self-driving-cars,,,,,,
421,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/corporate-commercial-law-part1,,,,,,,,
422,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,Beginner Level,English,Approx. 16 hours to complete,https://www.coursera.org/learn/blockchain-basics,,,,,,
423,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,Beginner Level,English,Approx. 9 hours to complete,https://www.coursera.org/learn/uva-darden-foundations-business-strategy,,,,,,
424,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Portuguese (Brazilian),Beginner Level,https://www.coursera.org/learn/ciencia-computacao-python-conceitos,,,,,,,,
425,Week 3: Classification,https://www.coursera.org/learn/stochasticprocesses,,,,,,,,,,,,,
426,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,English,Beginner Level,https://www.coursera.org/learn/foundations-big-data-analysis-sql,,,,,,,
427,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/innovation-through-design,,,,,,,,
428,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Intermediate Level,https://www.coursera.org/learn/perfect-tenses-modals,,,,,,,
429,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/cloud-azure-intro,,,,,,,,
430,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 24 hours to complete,https://www.coursera.org/learn/moralities,,,,,,,,
431,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Portuguese (Brazilian),Intermediate Level,https://www.coursera.org/learn/revisao-sistematica,,,,,,,,
432,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/child-development,,,,,,,,
433,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/introduction-g-suite,,,,,,,
434,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Beginner Level,https://www.coursera.org/learn/aprendiendo-a-aprender,,,,,,,,
435,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/batch-data-pipelines-gcp,,,,,,,,
436,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/financial-planning,,,,,,,,
437,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Approx. 30 hours to complete,https://www.coursera.org/learn/quantitative-methods,,,,,,,
438,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/self-determination-theory,,,,,,,,
439,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 19 hours to complete,https://www.coursera.org/learn/technology-of-music-production,,,,,,,
440,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/intro-programming,,,,,,,,
441,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/wharton-success,,,,,,,
442,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/chemicals-health,,,,,,,,
443,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/statistical-inferences,,,,,,,,
444,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/finance-fundamentals,,,,,,,
445,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/google-machine-learning,,,,,,,,
446,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Intermediate Level,https://www.coursera.org/learn/object-oriented-design,,,,,,,
447,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,Beginner Level,English,Approx. 16 hours to complete,https://www.coursera.org/learn/introduction-intellectual-property,,,,,,
448,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,Beginner Level,English,Approx. 12 hours to complete,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics,,,,,,
449,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 93 hours to complete,https://www.coursera.org/learn/write-a-feature-length-screenplay-for-film-or-television,,,,,,,
450,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Intermediate Level,https://www.coursera.org/learn/marketing-gerencial,,,,,,,,
451,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 4 in the,English,Approx. 13 hours to complete,https://www.coursera.org/learn/corporate-finance-essentials,,,,,,,
452,Week 3: Classification,https://www.coursera.org/learn/information-security-data,,,,,,,,,,,,,
453,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/trunk-anatomy,,,,,,,,
454,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 5 in the,English,Approx. 12 hours to complete,https://www.coursera.org/learn/introcss,,,,,,,
455,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Intermediate Level,English,Approx. 17 hours to complete,https://www.coursera.org/learn/applied-data-science-capstone,,,,,,,
456,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,French,Approx. 17 hours to complete,https://www.coursera.org/learn/droits-de-lhomme,,,,,,,,
457,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/programming-languages,,,,,,,,
458,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 29 hours to complete,https://www.coursera.org/learn/big-history,,,,,,,,
459,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 38 hours to complete,https://www.coursera.org/learn/leadership-21st-century,,,,,,,,
460,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 6 in the,English,Approx. 8 hours to complete,https://www.coursera.org/learn/software-processes-and-agile-practices,,,,,,,
461,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/devops-culture-and-mindset,,,,,,,,
462,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,Beginner Level,English,Approx. 16 hours to complete,https://www.coursera.org/learn/introduction-statistics-data-analysis-public-health,,,,,,
463,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/discrete-optimization,,,,,,,,
464,Week 3: Classification,https://www.coursera.org/learn/c-plus-plus-white,,,,,,,,,,,,,
465,Week 3: Classification,https://www.coursera.org/learn/covid-19-contact-tracing-for-nursing-professionals,,,,,,,,,,,,,
466,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 31 hours to complete,https://www.coursera.org/learn/high-stakes-leadership,,,,,,,,
467,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/epidemiology-tools,,,,,,,
468,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 17 hours to complete,https://www.coursera.org/learn/epigenetics,,,,,,,,
469,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 5 in the,English,Approx. 20 hours to complete,https://www.coursera.org/learn/recruiting-hiring-onboarding-employees,,,,,,,
470,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/aws-fundamentals-addressing-security-risk,,,,,,,,
471,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 13 hours to complete,https://www.coursera.org/learn/plato,,,,,,,,
472,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/social-innovation,,,,,,,,
473,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Intermediate Level,https://www.coursera.org/learn/spanish-in-healthcare-settings,,,,,,,,
474,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/change-management,,,,,,,
475,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 22 hours to complete,https://www.coursera.org/learn/systems-engineering,,,,,,,,
476,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 7 in the,English,Beginner Level,https://www.coursera.org/learn/marketing-analytics,,,,,,,
477,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 5 in the,English,Approx. 25 hours to complete,https://www.coursera.org/learn/analytics-tableau,,,,,,,
478,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 5 in the,English,Intermediate Level,https://www.coursera.org/learn/mcmc-bayesian-statistics,,,,,,,
479,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/humanrights,,,,,,,,
480,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 15 hours to complete,https://www.coursera.org/learn/introduction-to-computers-and-office-productivity-software,,,,,,,,
481,Week 3: Classification,https://www.coursera.org/learn/quantum-computing-algorithms,,,,,,,,,,,,,
482,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/intercultural,,,,,,,,
483,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/getinmooc,,,,,,,,
484,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 17 hours to complete,https://www.coursera.org/learn/international-law-in-action-2,,,,,,,,
485,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Approx. 20 hours to complete,https://www.coursera.org/learn/global-financial-markets-instruments,,,,,,,
486,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 127 hours to complete,https://www.coursera.org/learn/write-your-first-novel,,,,,,,
487,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,French,Beginner Level,https://www.coursera.org/learn/enfant-developpement,,,,,,,,
488,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 17 hours to complete,https://www.coursera.org/learn/songwriting-lyrics,,,,,,,
489,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 5 in the,English,Intermediate Level,https://www.coursera.org/learn/python-plotting,,,,,,,
490,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 15 hours to complete,https://www.coursera.org/learn/systems-thinking,,,,,,,,
491,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 4 of 4 in the,English,Intermediate Level,https://www.coursera.org/learn/excel-advanced,,,,,,,
492,Week 3: Classification,https://www.coursera.org/learn/neuroeconomics,,,,,,,,,,,,,
493,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/community-organizing,,,,,,,,
494,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 90 hours to complete,https://www.coursera.org/learn/nand2tetris2,,,,,,,,
495,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 64 hours to complete,https://www.coursera.org/learn/global-financial-crisis,,,,,,,,
496,Week 3: Classification,https://www.coursera.org/learn/upravleniya-proektami-agile-scrum,,,,,,,,,,,,,
497,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/renewable-energy-entrepreneurship,,,,,,,,
498,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/the-cycle,,,,,,,,
499,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 4 in the,English,Approx. 12 hours to complete,https://www.coursera.org/learn/privacy-law-data-protection,,,,,,,
500,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Intermediate Level,English,Approx. 18 hours to complete,https://www.coursera.org/learn/building-modern-python-applications-on-aws,,,,,,,
501,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/digital-business-models,,,,,,,,
502,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 3 in the,Intermediate Level,English,Approx. 22 hours to complete,https://www.coursera.org/learn/everyday-excel-part-2,,,,,,
503,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Advanced Level,https://www.coursera.org/learn/cloud-infrastructure-design-process,,,,,,,,
504,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,English,Beginner Level,https://www.coursera.org/learn/introduction-to-computer-programming,,,,,,,
505,Week 3: Classification,https://www.coursera.org/learn/big-data-essentials,,,,,,,,,,,,,
506,Week 3: Classification,https://www.coursera.org/learn/dermatology,,,,,,,,,,,,,
507,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/sustainable-tourism,,,,,,,,
508,Week 3: Classification,https://www.coursera.org/learn/contact-tracing-for-covid-19,,,,,,,,,,,,,
509,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/social-impact,,,,,,,,
510,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/c-for-everyone,,,,,,,
511,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 4 in the,English,Intermediate Level,https://www.coursera.org/learn/intro-sql,,,,,,,
512,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Advanced Level,https://www.coursera.org/learn/social-economic-networks,,,,,,,,
513,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 16 hours to complete,https://www.coursera.org/learn/cats-and-dogs,,,,,,,,
514,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 12 hours to complete,https://www.coursera.org/learn/sports-society,,,,,,,,
515,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/ds,,,,,,,
516,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 4 in the,English,Approx. 11 hours to complete,https://www.coursera.org/learn/effective-compliance-programs,,,,,,,
517,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/transformation-global-food-system,,,,,,,,
518,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Intermediate Level,https://www.coursera.org/learn/django-database-web-apps,,,,,,,
519,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/curanderismo-plants,,,,,,,,
520,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 5 in the,English,Intermediate Level,https://www.coursera.org/learn/python-machine-learning,,,,,,,
521,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 4 of 6 in the,English,Beginner Level,https://www.coursera.org/learn/troubleshooting-debugging-techniques,,,,,,,
