,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
163,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 21 hours to complete,https://www.coursera.org/learn/learn-chinese,,,,,,,,
164,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Approx. 17 hours to complete,https://www.coursera.org/learn/grammar-punctuation,,,,,,,
165,Week 3: Classification,https://www.coursera.org/learn/japanese-1,,,,,,,,,,,,,
166,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/intro-common-law,,,,,,,,
167,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/dental-medicine-penn,,,,,,,,
168,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Coursera Labs,Course 1 of 4 in the,Intermediate Level,English,Approx. 15 hours to complete,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,,,,,
169,Week 3: Classification,https://www.coursera.org/learn/principles-of-macroeconomics,,,,,,,,,,,,,
170,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 16 hours to complete,https://www.coursera.org/learn/corp-sustainability,,,,,,,,
171,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 5 hours to complete,https://www.coursera.org/learn/duke-behavioral-finance,,,,,,,,
172,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 4 of 4 in the,Intermediate Level,English,Approx. 23 hours to complete,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,,,,,,
173,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/supply-chain-logistics,,,,,,,
174,Week 3: Classification,Shareable Certificate,Course 3 of 4 in the,English,100% online,https://www.coursera.org/learn/project-execution,,,,,,,,,
175,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Beginner Level,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,,,,,,,,
176,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 27 hours to complete,https://www.coursera.org/learn/microeconomics,,,,,,,
177,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Approx. 6 hours to complete,https://www.coursera.org/learn/craft-of-plot,,,,,,,
178,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/astro,,,,,,,,
179,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 8 hours to complete,https://www.coursera.org/learn/oilandgas,,,,,,,,
180,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 4 in the,Beginner Level,English,Approx. 6 hours to complete,https://www.coursera.org/learn/uva-darden-design-thinking-innovation,,,,,,
181,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 9 hours to complete,https://www.coursera.org/learn/becoming-a-veterinarian,,,,,,,,
182,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/learn-to-program,,,,,,,,
183,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,Beginner Level,English,Approx. 14 hours to complete,https://www.coursera.org/learn/uva-darden-financial-accounting,,,,,,
184,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/finding-purpose-and-meaning-in-life,,,,,,,,
185,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 27 hours to complete,https://www.coursera.org/learn/clinical-research,,,,,,,,
186,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 7 hours to complete,https://www.coursera.org/learn/epidemiology,,,,,,,,
187,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 4 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/fashion-design,,,,,,,
188,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 11 hours to complete,https://www.coursera.org/learn/teamwork-skills-effective-communication,,,,,,,
189,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/feminism-social-justice,,,,,,,,
190,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/international-organizations-management,,,,,,,,
191,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Portuguese (Brazilian),Beginner Level,https://www.coursera.org/learn/estrategia-marketing-digital,,,,,,,,
192,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,Beginner Level,English,Approx. 31 hours to complete,https://www.coursera.org/learn/gis,,,,,,
193,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 20 hours to complete,https://www.coursera.org/learn/elearning,,,,,,,,
194,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,English,Beginner Level,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1,,,,,,,
195,Week 3: Classification,https://www.coursera.org/learn/international-taxation,,,,,,,,,,,,,
196,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/probability-intro,,,,,,,,
197,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,Beginner Level,English,Approx. 21 hours to complete,https://www.coursera.org/learn/understanding-visualization-data,,,,,,
198,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,Beginner Level,English,Approx. 11 hours to complete,https://www.coursera.org/learn/data-visualization-tableau,,,,,,
199,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/sas-programming-basics,,,,,,,,
200,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/uol-machine-learning-for-all,,,,,,,,
201,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 4 of 5 in the,English,Approx. 15 hours to complete,https://www.coursera.org/learn/python-databases,,,,,,,
202,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/addiction-treatment,,,,,,,,
203,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/dino101,,,,,,,,
204,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/sports-marketing,,,,,,,,
205,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 11 hours to complete,https://www.coursera.org/learn/positive-psychology,,,,,,,,
206,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,English,Beginner Level,https://www.coursera.org/learn/matlab,,,,,,,
207,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Approx. 18 hours to complete,https://www.coursera.org/learn/managing-human-resources,,,,,,,
208,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 15 hours to complete,https://www.coursera.org/learn/solar-energy-basics,,,,,,,
209,Week 3: Classification,https://www.coursera.org/learn/bootstrap-4,,,,,,,,,,,,,
210,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/google-cloud-java-spring,,,,,,,,
211,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 18 hours to complete,https://www.coursera.org/learn/forensic-science,,,,,,,,
212,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/google-cloud-product-fundamentals,,,,,,,,
213,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/contracts-1,,,,,,,,
214,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/engineering-health-yoga-physiology,,,,,,,,
215,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,Intermediate Level,English,Approx. 20 hours to complete,https://www.coursera.org/learn/ai-for-medical-diagnosis,,,,,,
216,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 4 in the,Intermediate Level,English,Approx. 24 hours to complete,https://www.coursera.org/learn/sequence-models-in-nlp,,,,,,
217,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 46 hours to complete,https://www.coursera.org/learn/electronics,,,,,,,,
218,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 19 hours to complete,https://www.coursera.org/learn/international-humanitarian-law,,,,,,,
219,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/making-architecture,,,,,,,,
220,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 27 hours to complete,https://www.coursera.org/learn/model-thinking,,,,,,,,
221,Week 3: Classification,https://www.coursera.org/learn/dyslexia-difficulties,,,,,,,,,,,,,
222,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/innovation-management,,,,,,,,
223,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 29 hours to complete,https://www.coursera.org/learn/people-management,,,,,,,,
224,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/modern-world,,,,,,,,
225,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/edinburgh-music-theory,,,,,,,,
226,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 12 hours to complete,https://www.coursera.org/learn/supply-chain-principles,,,,,,,,
227,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/gcp-infrastructure-core-services,,,,,,,,
228,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/weight-management-beyond-balancing-calories,,,,,,,,
229,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/human-language,,,,,,,,
230,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/java-programming,,,,,,,,
231,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/race-cultural-diversity-american-life,,,,,,,,
232,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Approx. 14 hours to complete,https://www.coursera.org/learn/motivate-people-teams,,,,,,,
233,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Beginner Level,https://www.coursera.org/learn/competencias-digitales-ofimatica,,,,,,,,
234,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 13 hours to complete,https://www.coursera.org/learn/healing-with-the-arts,,,,,,,,
235,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 5 in the,English,Approx. 9 hours to complete,https://www.coursera.org/learn/wharton-people-analytics,,,,,,,
236,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 6 in the,English,Approx. 7 hours to complete,https://www.coursera.org/learn/what-is-social,,,,,,,
237,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/ux-design-fundamentals,,,,,,,
238,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 20 hours to complete,https://www.coursera.org/learn/creative-thinking-techniques-and-tools-for-success,,,,,,,
239,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 66 hours to complete,https://www.coursera.org/learn/introclassicalmusic,,,,,,,,
240,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/childrens-rights,,,,,,,,
241,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/investment-management,,,,,,,,
242,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Approx. 20 hours to complete,https://www.coursera.org/learn/excel-data-analysis,,,,,,,
243,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/manage-health-covid-19,,,,,,,,
244,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 13 hours to complete,https://www.coursera.org/learn/international-criminal-law,,,,,,,,
245,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/wharton-fintech-overview-payments-regulations,,,,,,,
246,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 25 hours to complete,https://www.coursera.org/learn/mythology,,,,,,,,
247,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/global-energy,,,,,,,,
248,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 8 hours to complete,https://www.coursera.org/learn/uva-darden-continous-delivery-devops,,,,,,,
249,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 21 hours to complete,https://www.coursera.org/learn/english-principles,,,,,,,,
250,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 14 hours to complete,https://www.coursera.org/learn/business-model,,,,,,,,
251,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 6 in the,English,Beginner Level,https://www.coursera.org/learn/introtoux-principles-and-processes,,,,,,,
252,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 9 hours to complete,https://www.coursera.org/learn/beyond-the-sustainable-development-goals-addressing-sustainability-and-development,,,,,,,,
253,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/process-mining,,,,,,,,
254,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Intermediate Level,https://www.coursera.org/learn/immunologyfundamentalsimmunitybcells,,,,,,,
255,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 7 hours to complete,https://www.coursera.org/learn/wharton-finance,,,,,,,,
256,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/global-diplomacy-un,,,,,,,,
257,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 6 in the,English,Intermediate Level,https://www.coursera.org/learn/algorithmic-toolbox,,,,,,,
258,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,French,Intermediate Level,https://www.coursera.org/learn/troubles-spectre-autisme-diagnostic,,,,,,,,
259,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/anatomy403-1x,,,,,,,
260,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/unraveling-the-cycling-city,,,,,,,,
261,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/crash-course-in-causality,,,,,,,,
262,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/business,,,,,,,,
263,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 4 of 4 in the,Intermediate Level,English,Approx. 36 hours to complete,https://www.coursera.org/learn/attention-models-in-nlp,,,,,,
264,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Approx. 11 hours to complete,https://www.coursera.org/learn/what-is-compliance,,,,,,,
265,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/getting-started-with-google-sheets,,,,,,,,
266,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Intermediate Level,English,Approx. 17 hours to complete,https://www.coursera.org/learn/python-for-data-visualization,,,,,,,
267,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,English,Beginner Level,https://www.coursera.org/learn/foundations-of-mindfulness,,,,,,,
268,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Approx. 14 hours to complete,https://www.coursera.org/learn/negociacion,,,,,,,,
269,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/decision-making,,,,,,,
270,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 22 hours to complete,https://www.coursera.org/learn/fe-exam,,,,,,,,
271,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/gender-sexuality,,,,,,,,
272,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 13 hours to complete,https://www.coursera.org/learn/uva-darden-managerial-accounting,,,,,,,
273,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 29 hours to complete,https://www.coursera.org/learn/seo-fundamentals,,,,,,,,
274,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 71 hours to complete,https://www.coursera.org/learn/essentials-global-health,,,,,,,,
275,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/international-security-management,,,,,,,,
276,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/aws-machine-learning,,,,,,,,
277,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 16 hours to complete,https://www.coursera.org/learn/arts-heritage,,,,,,,,
278,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/einstein-relativity,,,,,,,,
279,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,French,Approx. 14 hours to complete,https://www.coursera.org/learn/reussir-le-changement,,,,,,,,
280,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/equine,,,,,,,,
281,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/international-migrations,,,,,,,,
282,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/web-development,,,,,,,,
283,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/writing-editing-words,,,,,,,
284,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/digital-advertising-landscape,,,,,,,
285,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/access-control-sscp,,,,,,,,
286,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,English,Beginner Level,https://www.coursera.org/learn/initiating-planning,,,,,,,
287,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/kotlin-for-java-developers,,,,,,,,
288,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 3 in the,English,Beginner Level,https://www.coursera.org/learn/multivariate-calculus-machine-learning,,,,,,,
289,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 6 in the,English,Beginner Level,https://www.coursera.org/learn/introduction-git-github,,,,,,,
290,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/industrial-biotech,,,,,,,,
291,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/addiction-and-the-brain,,,,,,,,
292,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Beginner Level,https://www.coursera.org/learn/aprendiendo-programar-python,,,,,,,,
293,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/data-lakes-data-warehouses-gcp,,,,,,,,
294,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,English,Beginner Level,https://www.coursera.org/learn/drug-discovery,,,,,,,
295,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/nutrition-pregnancy,,,,,,,,
296,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/finance-healthcare-managers,,,,,,,,
297,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Intermediate Level,English,Approx. 13 hours to complete,https://www.coursera.org/learn/python-statistics-financial-analysis,,,,,,,
298,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/bugs-101,,,,,,,,
299,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Advanced Level,https://www.coursera.org/learn/autodesk-revit-architectural-design,,,,,,,,
300,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/leading-for-equity-diversity-inclusion,,,,,,,,
301,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 6 of 7 in the,English,Beginner Level,https://www.coursera.org/learn/marketing-plan,,,,,,,
302,Week 3: Classification,https://www.coursera.org/learn/enterprise-architecture,,,,,,,,,,,,,
303,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 6 hours to complete,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models,,,,,,,,
304,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/human-needs,,,,,,,,
305,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Intermediate Level,English,Approx. 12 hours to complete,https://www.coursera.org/learn/clinicalsimulations,,,,,,,
306,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 4 in the,English,Approx. 6 hours to complete,https://www.coursera.org/learn/schedule-projects,,,,,,,
307,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 3 in the,English,Beginner Level,https://www.coursera.org/learn/machine-learning-business-professionals,,,,,,,
308,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/intro-accounting-data-analytics-visual,,,,,,,
309,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/spanish-vocabulary-meeting-people,,,,,,,
310,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Approx. 8 hours to complete,https://www.coursera.org/learn/gestionempresarialpyme,,,,,,,,
311,Week 3: Classification,https://www.coursera.org/learn/public-policy,,,,,,,,,,,,,
312,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 11 hours to complete,https://www.coursera.org/learn/arbitration-international-disputes,,,,,,,,
313,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/introancientegypt,,,,,,,,
314,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 11 hours to complete,https://www.coursera.org/learn/infrastructure-investing,,,,,,,,
315,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/global-environmental-management,,,,,,,,
316,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 5 in the,English,Approx. 10 hours to complete,https://www.coursera.org/learn/wharton-operations-analytics,,,,,,,
317,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/entrepreneurship-strategy,,,,,,,,
318,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/fintechlawandpolicy,,,,,,,,
319,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 14 hours to complete,https://www.coursera.org/learn/mental-health,,,,,,,,
320,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/contemporary-art,,,,,,,
321,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Intermediate Level,English,Approx. 14 hours to complete,https://www.coursera.org/learn/producing-music,,,,,,,
322,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/biohacking-your-brains-health,,,,,,,,
323,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Intermediate Level,https://www.coursera.org/learn/bayesian-statistics,,,,,,,
324,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,French,Beginner Level,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse,,,,,,,,
325,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/quality-healthcare,,,,,,,,
326,Week 3: Classification,https://www.coursera.org/learn/international-relations-theory,,,,,,,,,,,,,
327,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 10 hours to complete,https://www.coursera.org/learn/introduction-to-data-analytics,,,,,,,
328,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Beginner Level,https://www.coursera.org/learn/excel-para-negocios,,,,,,,,
329,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/gcp-infrastructure-scaling-automation,,,,,,,,
330,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/cultural-competence-aboriginal-sydney,,,,,,,,
331,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Beginner Level,https://www.coursera.org/learn/finanzas-empresariales,,,,,,,,
332,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,Beginner Level,English,Approx. 9 hours to complete,https://www.coursera.org/learn/gte-sustainable-cities,,,,,,
333,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 15 hours to complete,https://www.coursera.org/learn/engineering-mechanics-statics,,,,,,,,
334,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/design-strategy,,,,,,,,
335,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/bioinformatics,,,,,,,,
336,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 17 hours to complete,https://www.coursera.org/learn/medical-research,,,,,,,
337,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/health-behavior-change,,,,,,,,
338,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 3 in the,English,Approx. 19 hours to complete,https://www.coursera.org/learn/cs-fundamentals-2,,,,,,,
339,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/mindshift,,,,,,,,
340,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/programming-fundamentals,,,,,,,
341,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/understanding-financial-markets,,,,,,,
