name,is_paid,price,students,num_lectures,level,content_duration,total_effort,published_on,subject,is_online,rating
learn to build web apps using d3js,True,40,841,29,mixed,3.5,10.5,2015-12-01,web development,1,3.6
how to create awesome website and e-commerce in 1 hour,True,20,937,10,mixed,1.0,3.0,2016-07-18,web development,0,
joomla for beginners - learn how to build a website with cms,True,95,583,35,beginner,3.5,10.5,2017-01-23,web development,1,4.2
learning drupal 8,True,50,577,101,mixed,9.5,28.5,2016-05-11,web development,1,4.7
learn how to build a web application without coding,False,0,9364,10,beginner,0.5333333333333333,1.6,2015-03-04,web development,1,4.5
rock solid wordpress security - secure web development,False,0,5052,23,mixed,1.5,4.5,2014-12-28,web development,0,
mastering javascript,True,95,694,39,expert,4.0,12.0,2015-09-04,web development,0,
php laravel 5:creating a crud application,True,45,511,7,mixed,0.55,1.65,2016-11-28,web development,1,
xquery :basics for beginners,True,40,937,6,mixed,0.6333333333333333,1.9,2016-09-27,web development,1,2.3
php development with the laravel framework,True,50,1611,20,mixed,3.5,10.5,2014-03-11,web development,1,3.9
wordpress development - themes and plugins complete guide,True,200,103,72,mixed,5.5,16.5,2017-06-30,web development,1,4.6
basic javascript: build 4 basic javascript projects,True,40,670,37,beginner,4.5,13.5,2016-02-04,web development,1,4.3
html and css for beginning web developers,True,100,1606,73,beginner,9.0,27.0,2013-12-13,web development,1,4.1
popular javascript framework:learn the language of angular 2,True,200,260,64,beginner,11.0,33.0,2016-11-11,web development,0,
the ultimate guide to the best wordpress plugins part 1,True,50,122,116,mixed,10.5,31.5,2017-02-16,web development,1,4.9
xslt :basics for beginners,True,35,877,7,mixed,0.5333333333333333,1.6,2016-09-27,web development,1,
the complete wordpress plugin development course - 8 plugins,True,200,1215,33,mixed,2.5,7.5,2013-05-29,web development,1,4.7
json crash course for beginners,True,45,3323,7,beginner,0.6333333333333333,1.9,2017-01-17,web development,1,4.1
you can create incredible websites with html css learn how,True,100,11892,28,mixed,2.5,7.5,2015-09-12,web development,1,4.6
javascript tricks how to create code projects from scratch,True,75,15106,16,mixed,1.5,4.5,2015-10-29,web development,1,
the sass course! learn sass for real-world websites,True,95,975,18,mixed,3.5,10.5,2016-12-08,web development,1,4.4
web design how to create a website html css bootstrap,True,75,5263,29,beginner,2.0,6.0,2016-09-12,web development,1,4.1
master angular 4 by example - build 7 awesome apps!,True,195,596,84,mixed,8.0,24.0,2017-05-01,web development,1,3.7
create a custom responsive wordpress website for a client,True,95,7517,47,mixed,4.5,13.5,2014-04-21,web development,0,
mastering html5 programming - the easier way,True,75,21653,35,mixed,7.0,21.0,2013-01-07,web development,1,3.8
how to launch your own website builder service,True,20,9028,12,beginner,1.5,4.5,2015-07-28,web development,1,4.0
getting started with html,True,40,7375,17,beginner,1.5,4.5,2016-03-07,web development,1,4.4
spring framework 4 (java enterprise jee) with angularjs,True,95,5177,70,mixed,13.5,40.5,2015-09-21,web development,1,4.4
build a weather app with ajax using open weather map api,True,20,6548,38,mixed,4.0,12.0,2016-12-01,web development,1,4.4
essentials of javascript practice coding exercises tips,True,80,28125,21,beginner,2.0,6.0,2015-09-25,web development,1,3.9
learn and earn with html & css,True,20,9349,69,mixed,4.0,12.0,2016-03-11,web development,1,4.2
get started creating websites everything you need provided,True,100,14260,43,beginner,3.0,9.0,2015-09-25,web development,1,4.4
javascript in action javascript projects,True,150,7720,17,beginner,1.5,4.5,2016-03-29,web development,1,3.8
modern web development with laravel 5.2 (php framework),True,120,2142,71,mixed,12.0,36.0,2016-01-24,web development,0,
programming for entrepreneurs - javascript,True,200,12873,38,beginner,2.5,7.5,2013-11-11,web development,1,4.7
create a website from scratch using html css step by step,True,75,12882,20,beginner,1.5,4.5,2015-11-27,web development,1,3.6
complete ajax course: learn ajax techniques using bootstrap,True,195,12368,26,mixed,3.5,10.5,2015-11-13,web development,1,3.1
learn jquery by example course,True,170,8625,73,beginner,5.0,15.0,2016-04-23,web development,1,4.5
bootstrap 4 theme development masterclass,True,150,2641,15,mixed,0.65,1.95,2017-02-24,web development,1,
wordpress theme development for beginners,True,20,1052,47,mixed,8.0,24.0,2017-05-17,web development,1,3.9
web design creating websites from scratch,True,75,13920,28,beginner,2.0,6.0,2016-09-19,web development,1,4.5
html learning the basics intro to html website coding,True,20,7416,14,beginner,0.65,1.95,2015-05-31,web development,0,
learn how to use javascript components with php and symfony,True,90,1822,25,mixed,2.0,6.0,2017-06-05,web development,0,
so you think you know javascript?,True,50,1010,25,mixed,6.0,18.0,2016-05-12,web development,1,4.7
learn node.js by building udemy: stripe + mailchimp + wistia,True,110,1425,34,mixed,5.5,16.5,2016-09-12,web development,1,3.7
learn jquery: an in-depth course for beginners,True,50,7014,62,mixed,4.5,13.5,2011-11-29,web development,1,4.2
javascript for beginning web developers,True,75,7785,33,beginner,4.5,13.5,2014-01-16,web development,1,4.6
jquery create overlay popups from scratch using jquery,True,50,4407,29,mixed,2.5,7.5,2015-12-04,web development,1,4.2
vue js 2: from beginner to professional,True,145,602,214,mixed,15.5,46.5,2016-12-28,web development,1,4.5
ultimate angularjs: build a real-world app from scratch,True,100,1712,49,mixed,5.5,16.5,2016-02-08,web development,1,4.4
wordpress site migration,True,20,1894,35,mixed,1.5,4.5,2016-07-28,web development,1,4.3
introduction to html course,True,20,3258,16,beginner,2.0,6.0,2016-05-16,web development,1,4.2
create single page website using twitter bootstrap 3,True,20,7449,13,intermediate,1.0,3.0,2014-04-19,web development,1,4.1
the all-in-one web development course,True,85,538,113,mixed,18.5,55.5,2017-04-27,web development,1,4.1
code a responsive website using html5 and css for beginners,True,50,1271,110,beginner,7.5,22.5,2014-01-09,web development,1,4.2
angularjs for the real world - learn by creating a webapp,True,115,1407,69,mixed,7.0,21.0,2015-09-07,web development,1,4.0
wordpress tutorial,True,200,2311,44,mixed,1.5,4.5,2014-12-04,web development,1,
create a real social network like facebook in php + mysql,True,45,1002,174,mixed,16.5,49.5,2016-09-19,web development,1,4.4
advanced node.js development,True,55,2565,41,expert,3.0,9.0,2014-08-28,web development,0,
asp.net mvc 5 project - facebook clone,True,30,210,41,mixed,5.0,15.0,2017-02-09,web development,1,3.8
bootstrap for beginners: a  basic introduction,True,55,1186,9,beginner,0.6666666666666666,2.0,2015-11-13,web development,1,
jquery for beginners,True,20,1421,36,mixed,4.0,12.0,2015-11-10,web development,0,
javascript basics for web developers,True,20,958,17,beginner,1.0,3.0,2016-07-11,web development,0,
learn php from scratch,True,50,1550,27,beginner,1.5,4.5,2015-07-26,web development,1,
learn express,True,25,1309,14,intermediate,1.5,4.5,2015-06-01,web development,1,4.2
"build a web app with vuejs, spring framework and mongodb",True,145,251,25,mixed,3.5,10.5,2016-11-30,web development,0,
zend framework 2: learn the php framework zf2 from scratch,True,40,723,37,mixed,6.5,19.5,2015-11-11,web development,1,4.0
improved seo with rich snippets and microdata,False,0,11026,13,intermediate,1.0,3.0,2014-06-09,web development,0,
x theme for wordpress: responsive web design without code!,True,20,1318,55,mixed,7.0,21.0,2015-03-22,web development,0,
become a html and css developer - build a responsive site,False,0,3894,29,beginner,2.0,6.0,2016-05-26,web development,1,4.2
how to make a wordpress website 2017,False,0,12293,18,mixed,3.0,9.0,2015-01-14,web development,1,4.1
install wordpress,True,20,1447,7,beginner,0.6666666666666666,2.0,2015-11-06,web development,1,
css specialist: comprehensive css training,True,100,487,52,beginner,6.0,18.0,2016-08-08,web development,1,
introduction to laravel 4,False,0,9110,22,mixed,2.5,7.5,2014-09-12,web development,1,3.8
introduction to elm,False,0,1519,20,intermediate,1.0,3.0,2017-05-15,web development,0,
learn to freelance with people per hour  (urdu),True,20,948,8,mixed,0.6,1.7999999999999998,2015-09-14,web development,0,
learn wordpress 4 from scratch : create awesome websites,True,75,2023,25,mixed,2.0,6.0,2015-08-13,web development,1,
amazon alexa development: from beginner to intermediate,True,140,1858,52,mixed,2.5,7.5,2016-12-03,web development,1,3.6
the build a saas app with flask course,True,40,2244,168,mixed,10.0,30.0,2016-06-02,web development,1,4.1
learn json with javascript objects and apis in 1 hour,True,95,3619,19,intermediate,1.0,3.0,2016-10-26,web development,1,3.8
1 hour javascript,True,200,22999,18,beginner,1.0,3.0,2013-07-04,web development,1,4.3
building an e-commerce store using java spring framework,True,95,2743,61,mixed,14.5,43.5,2016-02-01,web development,0,
typescript masterclass & free e-book,True,150,1229,108,mixed,7.5,22.5,2016-11-08,web development,1,4.6
php mvc framework codeigniter tutorial for beginners project,True,100,3701,125,mixed,10.5,31.5,2015-08-28,web development,1,4.5
javascript - become higly paid front end developer,True,105,710,49,beginner,3.5,10.5,2017-04-17,web development,1,3.8
object oriented programming (oop) in php - build an oop site,True,20,6588,36,mixed,2.0,6.0,2014-06-17,web development,1,4.3
beginners introduction to web development,True,200,7331,18,beginner,1.5,4.5,2017-02-13,web development,1,3.7
django + angularjs for a powerful web application,True,95,4463,36,intermediate,5.5,16.5,2016-10-13,web development,1,3.3
wordpress academy: learn wordpress step by step,True,150,1873,79,beginner,7.5,22.5,2016-07-12,web development,0,
web development essential skills - complete html and css,True,95,1388,58,mixed,7.0,21.0,2015-09-29,web development,1,4.1
byte-sized-chunks: closures in javascript,True,20,1292,12,mixed,2.0,6.0,2016-03-10,web development,1,
laravel account activation project,True,50,1147,19,mixed,2.5,7.5,2016-12-07,web development,1,4.2
wordpress: create an amazing website with ease,True,200,1109,24,mixed,2.5,7.5,2016-05-03,web development,0,
mastering the google chrome developer tools,True,20,2002,31,mixed,0.6666666666666666,2.0,2015-04-21,web development,0,
kali linux web app testing,True,75,876,29,mixed,3.0,9.0,2015-06-11,web development,0,
learn ruby programming the easy way - lite,True,20,1186,7,mixed,0.5666666666666667,1.7,2016-02-21,web development,1,
"web scraping with python, ruby & import. io",True,75,973,46,mixed,4.5,13.5,2015-08-09,web development,1,3.6
sending email with php: from basic to advanced,True,40,379,45,mixed,2.0,6.0,2016-06-10,web development,1,4.8
wordpress 2016 for beginners : build awesome websites!,True,20,2177,43,mixed,4.0,12.0,2015-07-13,web development,0,
learn to make websites with google's material design lite,True,20,1063,84,mixed,5.5,16.5,2015-07-20,web development,1,4.0
joomla 3 : develop a professional website in 3 simple steps!,True,35,1309,43,mixed,5.0,15.0,2015-03-13,web development,0,
complete python web course: build 8 python web apps,True,110,7489,173,mixed,16.0,48.0,2015-11-08,web development,1,4.6
web design for beginners: real world coding in html & css,True,100,9103,58,mixed,9.0,27.0,2014-09-22,web development,1,4.6
ethereum developer: build a decentralised blockchain app,True,195,3169,38,mixed,3.5,10.5,2016-09-26,web development,1,
the complete web development course -  build 15 projects,True,200,7501,384,mixed,76.5,229.5,2015-11-09,web development,1,4.5
angular 2 + rails 5 bootcamp,True,150,1967,60,intermediate,9.0,27.0,2016-11-15,web development,1,4.5
javascript - from beginner to pro-build real world js apps,True,195,28694,77,beginner,11.5,34.5,2016-12-11,web development,1,4.5
redux in angular (2 and 4+),True,70,909,13,intermediate,1.5,4.5,2017-06-23,web development,1,4.5
the complete javascript developer: mean stack zero-to-hero,True,75,4820,53,mixed,11.5,34.5,2015-12-16,web development,0,
running a web development business: the complete guide,True,150,24575,98,mixed,19.5,58.5,2015-08-26,web development,1,4.5
projects in javascript & jquery,True,60,9109,50,mixed,9.0,27.0,2014-10-16,web development,1,4.4
learn to build beautiful html5 and css3 websites in 1 month,True,50,18818,80,mixed,11.0,33.0,2014-06-03,web development,1,4.4
"full stack universal react with redux, node js and mongodb",True,195,1121,62,intermediate,5.0,15.0,2017-05-08,web development,1,3.7
creating an mp3 player with html5,True,20,14551,14,mixed,1.5,4.5,2013-01-31,web development,1,4.6
be a bootstrap developer from scratch,True,100,5800,32,beginner,3.5,10.5,2015-07-20,web development,1,4.8
create your first wordpress site in under an hour,True,20,4867,12,beginner,1.0,3.0,2016-03-30,web development,1,3.9
learn coding as rf or telecom engineer - build real program,True,25,1006,8,beginner,2.0,6.0,2017-06-22,web development,1,
creating facebook design using bootstrap - handson project,True,80,4616,19,mixed,2.0,6.0,2016-12-06,web development,0,
building html5 canvas projects from scratch,True,100,8968,25,beginner,2.0,6.0,2016-03-03,web development,1,3.1
learn how to become a web developer from scratch,True,200,7062,172,beginner,11.0,33.0,2017-05-28,web development,0,
"earn big profits with web development, simple and easy!",True,90,3073,13,beginner,1.5,4.5,2017-01-18,web development,0,
bdd with ruby on rails using rspec 3 and capybara,True,175,2706,103,mixed,13.0,39.0,2015-08-14,web development,1,
learn by example: jquery,True,50,1702,78,mixed,7.0,21.0,2016-09-19,web development,1,4.8
professional python web development using flask,True,120,3420,102,beginner,14.5,43.5,2015-03-04,web development,0,
javascript html css project make a quiz tutorial,True,95,7130,24,mixed,2.0,6.0,2015-08-18,web development,1,4.5
voiceover audio secrets - your way to top audio quality,True,195,918,39,beginner,2.5,7.5,2015-11-11,web development,1,
jquery ui in depth,True,25,1520,52,mixed,10.5,31.5,2013-07-28,web development,1,4.1
codeless website development with adobe muse,True,50,461,46,mixed,3.5,10.5,2015-02-25,web development,1,
learn to build a google map app using angular 2,True,30,116,7,beginner,1.0,3.0,2016-11-21,web development,1,3.6
learn reactivex from ground up,True,40,207,32,intermediate,5.0,15.0,2016-09-22,web development,1,4.5
learn html in 59 minutes - your intro to front-end dev,True,35,333,14,beginner,1.0,3.0,2015-07-14,web development,0,
wordpress theme customization 101 (for beginners),True,40,305,9,beginner,2.0,6.0,2015-06-05,web development,1,4.0
supercharging development with atom text editor,True,20,644,28,mixed,1.5,4.5,2015-09-02,web development,1,4.3
master wcf 4.0 from scratch using c#,True,50,415,53,mixed,7.0,21.0,2015-11-23,web development,1,4.5
drupal 7 for beginners,True,35,926,37,mixed,2.5,7.5,2012-06-14,web development,1,4.7
critical web dev skills & tools for the non-tech hustler,False,0,3118,33,mixed,1.5,4.5,2016-12-20,web development,1,
install wordpress on computer using xampp,False,0,4290,15,beginner,0.6166666666666667,1.85,2015-08-26,web development,0,
java web services part 2,True,20,959,74,intermediate,3.0,9.0,2017-01-12,web development,1,4.8
complete php course with bootstrap3 cms system & admin panel,True,195,55332,144,mixed,20.0,60.0,2015-09-22,web development,1,4.5
learn to create wordpress themes by building 10 projects,True,60,2273,91,mixed,16.5,49.5,2016-05-24,web development,1,4.9
the complete nodejs course: build a full business rating app,True,195,17784,61,mixed,12.5,37.5,2017-02-13,web development,1,3.2
master the mean stack - learn by example,True,195,25799,42,intermediate,4.5,13.5,2016-01-03,web development,1,3.6
first web application with spring boot,True,40,2865,32,beginner,4.0,12.0,2017-01-27,web development,0,
html5 and css3: learn web design with html + css + bootstrap,True,200,346,74,beginner,8.5,25.5,2017-06-21,web development,1,4.7
backbone tutorial: learn backbonejs from scratch,True,90,4957,60,mixed,5.5,16.5,2014-10-27,web development,1,4.6
angularjs custom directives with dan wahlin,True,75,4128,61,mixed,6.0,18.0,2015-02-21,web development,1,4.9
angular 2+ with typescript - essential training,True,195,29348,66,beginner,3.0,9.0,2016-11-29,web development,1,4.0
learn angular 2 from beginner to advanced,True,195,32696,67,beginner,10.0,30.0,2016-10-07,web development,1,4.6
create an ecommerce wordpress website 2016 - new divi theme!,True,30,3503,41,beginner,4.0,12.0,2016-10-27,web development,0,
html5 and css3 : landing pages for entrepreneurs 2016,True,195,2354,45,mixed,4.0,12.0,2016-08-12,web development,1,
learning docker and kubernetes by lab,True,30,586,56,mixed,5.0,15.0,2017-02-13,web development,0,
projects in expressjs - learn expressjs building 10 projects,True,50,1949,102,mixed,15.5,46.5,2015-09-15,web development,1,4.0
php for beginners : learn php from scratch!,True,100,1825,58,mixed,3.5,10.5,2016-11-18,web development,1,4.6
bootstrap 4.0 new features: build responsive website,True,40,2296,14,mixed,1.5,4.5,2016-06-16,web development,1,
asp.net mvc 5 project - cms and shopping cart with paypal,True,30,550,70,mixed,9.0,27.0,2016-12-14,web development,1,4.0
professional restful api design using python flask,True,120,578,36,intermediate,4.5,13.5,2017-01-11,web development,1,4.5
html5 apis for javascript - a course for web developers,True,50,7706,45,mixed,5.0,15.0,2012-11-30,web development,1,3.7
learn python django - a hands-on course,True,50,1339,18,beginner,2.0,6.0,2017-01-18,web development,1,3.7
comprehensive javascript programming,True,20,6760,27,mixed,3.0,9.0,2013-11-26,web development,1,4.4
security for your wordpress site,True,85,1096,7,beginner,0.6333333333333333,1.9,2017-02-09,web development,1,
try django 1.9 | build a blog and learn python's #1 library,True,50,7407,147,mixed,20.0,60.0,2014-03-04,web development,1,4.9
accelerated es6 javascript training,True,110,5811,114,intermediate,6.0,18.0,2016-07-12,web development,1,4.6
aws serverless apis & apps - a complete introduction,True,145,2145,136,mixed,8.0,24.0,2017-06-19,web development,1,4.6
python and django full stack web developer bootcamp,True,200,11832,191,mixed,31.5,94.5,2017-02-24,web development,1,4.5
the complete elixir and phoenix bootcamp,True,50,5279,123,mixed,14.5,43.5,2016-10-27,web development,1,4.5
build a real-world app with asp.net core and angular 2 (4+),True,190,5332,160,intermediate,10.5,31.5,2017-03-27,web development,1,4.1
rest apis with flask and python,True,110,5151,115,intermediate,12.5,37.5,2016-11-06,web development,1,4.6
angular 4 (formerly angular 2) - the complete guide,True,190,73783,329,mixed,22.0,66.0,2016-02-11,web development,1,4.6
build websites from scratch with html & css,True,145,51257,77,beginner,8.0,24.0,2013-09-25,web development,1,4.6
php for beginners -become a php master - project included,True,200,28880,286,mixed,30.5,91.5,2015-02-14,web development,1,4.4
the professional ruby on rails developer,True,100,17334,96,mixed,17.0,51.0,2015-02-23,web development,1,
the complete ruby on rails developer course,True,195,33677,283,mixed,31.5,94.5,2015-10-23,web development,1,4.5
docker technologies for devops and developers,True,30,19210,44,mixed,3.0,9.0,2016-08-29,web development,1,4.4
javascript programming: javascript for beginners,True,55,2215,74,beginner,5.0,15.0,2016-04-13,web development,1,4.8
json in action: build json-based applications,True,50,1322,37,mixed,3.5,10.5,2016-03-11,web development,1,4.3
learn ruby programming the easy way,True,35,3485,19,mixed,2.0,6.0,2015-09-15,web development,1,
learn oauth 2.0 - get started as an api security expert,True,95,2185,45,mixed,3.5,10.5,2015-07-20,web development,1,4.4
angularjs for .net developers from scratch,True,50,2494,40,intermediate,4.5,13.5,2016-03-09,web development,1,4.6
"jekyll: make fast, secure static sites and blogs with jekyll",True,45,2091,29,beginner,2.5,7.5,2016-02-18,web development,1,4.2
html and css bootcamp for beginners,True,30,1777,48,beginner,6.5,19.5,2017-01-20,web development,1,
hosting django: amazon web services (aws) fundamentals,True,45,2573,46,mixed,5.5,16.5,2015-10-19,web development,1,3.9
angular advanced masterclass & free e-book,True,150,228,72,intermediate,6.5,19.5,2017-07-03,web development,1,4.6
learn responsive web development from scratch,False,0,59639,24,mixed,4.5,13.5,2013-12-09,web development,1,4.5
build wordpress plugin to extend beaver builder,True,50,1705,17,intermediate,2.0,6.0,2016-07-04,web development,1,4.5
coding made easy: a beginners guide to javascript,True,40,1950,16,beginner,1.0,3.0,2016-09-18,web development,1,
the complete developers guide to mongodb,True,150,10945,129,mixed,13.5,40.5,2016-11-15,web development,1,4.3
electron for desktop apps: the complete developer's guide,True,50,2606,77,beginner,8.0,24.0,2017-05-16,web development,1,4.4
vue js 2 - the complete guide (incl. vue router & vuex),True,190,17671,329,mixed,18.0,54.0,2016-11-08,web development,1,4.7
"react js, angular & vue js - quickstart & comparison",True,160,2273,142,beginner,8.0,24.0,2017-05-09,web development,1,4.8
the complete javascript course: build a real-world project,True,195,27801,113,mixed,17.5,52.5,2016-10-14,web development,1,4.7
angular (angular 2 or 4) & nodejs - the mean stack guide,True,150,17297,111,mixed,8.5,25.5,2016-05-02,web development,1,4.6
angular 2 with typescript for beginners: the pragmatic guide,True,150,40070,194,mixed,9.5,28.5,2016-03-03,web development,1,4.5
meteor and react for realtime apps,True,140,6527,111,mixed,9.0,27.0,2016-05-23,web development,1,4.7
the web developer bootcamp,True,200,121584,342,mixed,43.0,129.0,2015-11-02,web development,1,4.7
angularjs jumpstart with dan wahlin,True,75,17802,113,mixed,10.0,30.0,2014-03-24,web development,1,4.5
the complete web developer course 2.0,True,200,114512,304,mixed,30.5,91.5,2016-03-08,web development,1,4.5
ultimate web designer & developer course: build 23 projects!,True,200,33788,246,mixed,32.5,97.5,2015-08-20,web development,1,4.6
expressjs fundamentals,False,0,21245,9,beginner,1.0,3.0,2016-01-11,web development,1,4.1
rest wcf service in asp.net,False,0,7905,5,mixed,0.6833333333333333,2.05,2016-06-08,web development,1,4.3
projects in node.js - learn by example,True,195,869,38,mixed,5.0,15.0,2016-04-24,web development,1,4.1
building data visualizations with d3 and angular 2,True,125,293,31,beginner,3.5,10.5,2017-02-23,web development,0,
learn object oriented php by building a complete website,False,0,36322,32,mixed,4.5,13.5,2016-03-01,web development,1,4.2
web programming course : asp.net mvc,True,100,2760,26,mixed,3.5,10.5,2015-07-13,web development,1,
learn spring framework practically - hands on recipies,True,145,522,48,mixed,5.5,16.5,2016-08-11,web development,0,
one-stop ruby on rails: build web applications from scratch,True,145,1628,129,mixed,18.5,55.5,2015-01-13,web development,1,4.4
learn what's new in php 7,False,0,12336,26,intermediate,3.5,10.5,2016-04-04,web development,1,4.9
dive into docker: the docker course for developers,False,0,6437,22,beginner,1.5,4.5,2017-04-14,web development,0,
"basic concepts of web development, http and java servlets",True,35,2797,10,beginner,1.0,3.0,2014-08-27,web development,1,4.3
the most comprehensive web development course,True,200,333,353,mixed,42.0,126.0,2017-05-01,web development,1,4.9
learn and understand angularjs,True,175,59361,55,mixed,7.0,21.0,2014-09-24,web development,1,4.5
javascript: understanding the weird parts,True,175,79612,85,mixed,11.5,34.5,2015-03-12,web development,1,4.7
webpack 2: the complete developer's guide,True,75,8964,56,mixed,5.5,16.5,2017-01-03,web development,1,4.7
build responsive real world websites with html5 and css3,True,195,43977,77,mixed,12.0,36.0,2015-03-24,web development,1,4.8
es6 javascript: the complete developer's guide,True,80,13010,68,beginner,6.5,19.5,2016-07-12,web development,1,4.6
learn and understand nodejs,True,195,58208,98,mixed,13.0,39.0,2015-08-31,web development,1,4.5
understanding typescript,True,110,9132,137,mixed,7.0,21.0,2016-09-12,web development,1,4.7
advanced react and redux,True,140,21998,119,intermediate,12.0,36.0,2016-03-12,web development,1,4.3
modern react with redux,True,180,50815,150,mixed,26.5,79.5,2015-12-28,web development,1,4.7
angular styling & animations (for angular 2 and angular 4),True,120,4138,107,intermediate,6.0,18.0,2017-03-28,web development,1,4.9
the complete asp.net mvc 5 course,True,190,20652,138,mixed,7.5,22.5,2016-05-16,web development,1,4.3
graphql with react: the complete developers guide,True,150,6412,114,intermediate,13.0,39.0,2017-02-14,web development,1,4.3
"create a simple photo gallery with dropzonejs, slick and php",False,0,2464,9,mixed,0.7333333333333333,2.2,2017-03-07,web development,1,4.6
wordpress in under an hour - create/manage your own website!,False,0,6474,15,mixed,1.0,3.0,2015-07-15,web development,0,
twitter bootstrap 2 for beginners,True,20,2388,12,beginner,1.0,3.0,2013-05-29,web development,1,4.1
bootstrap tutorial - essentials from basic to advanced,True,195,1494,62,mixed,7.5,22.5,2015-11-29,web development,0,
create an engaging website with twitter bootstrap 2.x,True,20,1463,24,mixed,1.0,3.0,2012-06-18,web development,1,3.8
javascript :basics for beginners,True,30,1057,12,beginner,0.6166666666666667,1.85,2016-08-29,web development,1,
css tutorial for beginners: style your wordpress templates,True,35,1049,47,beginner,3.5,10.5,2016-01-27,web development,1,4.3
html5 and css3 - build modern responsive websites,True,175,109,69,mixed,9.5,28.5,2017-06-02,web development,1,
psd to html5/css3 using twitter bootstrap 3!,True,95,2073,16,mixed,2.0,6.0,2015-02-25,web development,0,
web development: make a website that will sell for thousands,True,50,1116,51,mixed,7.5,22.5,2013-09-03,web development,1,5.0
wordpress basics to business: share and sell your expertise,True,50,1125,45,beginner,3.5,10.5,2016-04-07,web development,0,
php zend framework 2:creating a crud application,True,40,802,9,mixed,0.6333333333333333,1.9,2016-11-25,web development,1,
javascript fundamentals,False,0,4409,100,mixed,5.0,15.0,2016-12-20,web development,1,4.5
building a website with jekyll,True,20,686,21,mixed,3.0,9.0,2016-01-25,web development,0,
big data and apache hadoop for developers - fundamentals,True,30,1154,9,intermediate,3.0,9.0,2013-12-10,web development,0,
wordpress development : create a custom wordpress website,True,120,885,13,mixed,1.5,4.5,2015-09-13,web development,1,
how to make a wordpress website 2017,False,0,2437,10,beginner,0.5666666666666667,1.7,2016-06-07,web development,1,4.3
restful services with asp.net web api,True,85,716,34,mixed,2.0,6.0,2014-11-21,web development,1,3.8
web hosting fundamentals,True,20,1867,8,mixed,0.6166666666666667,1.85,2013-12-08,web development,1,3.8
learning path: react: make stunning react websites,True,200,91,53,expert,6.5,19.5,2017-04-18,web development,1,3.3
administering microsoft sql server 2012 databases - 70-462,True,60,586,98,mixed,5.5,16.5,2015-03-23,web development,1,4.3
php codeigniter:crud concepts in mvc,True,40,601,6,mixed,0.5833333333333334,1.75,2016-11-27,web development,1,
adobe experience manager cms basics,True,35,81,33,beginner,1.0,3.0,2017-05-02,web development,1,3.9
introduction to frontend web development for  beginners,True,145,1018,48,beginner,4.5,13.5,2016-08-02,web development,1,4.2
php: complete login and registration system with php & mysql,True,200,1448,48,mixed,7.5,22.5,2015-06-16,web development,1,4.6
javascript complete guide to learning javascript,True,200,1296,72,beginner,5.5,16.5,2016-05-17,web development,1,4.4
advanced scalable python web development using flask,True,120,1299,71,intermediate,14.0,42.0,2016-08-11,web development,1,3.9
jquery for absolute beginners - lite,True,20,1769,7,mixed,0.5833333333333334,1.75,2015-12-30,web development,1,
html complete course - beginner to expert,False,0,20073,28,mixed,1.5,4.5,2016-02-29,web development,0,
cross-platform development with asp.net core 1.0 mvc,True,35,601,64,mixed,5.5,16.5,2016-07-11,web development,0,
build a photo blog with ruby on rails,True,20,2281,21,intermediate,1.5,4.5,2015-04-02,web development,1,4.2
practical php: master the basics and code dynamic websites,False,0,83737,45,mixed,6.5,19.5,2014-07-19,web development,1,4.5
sass workflow,False,0,20890,21,beginner,3.0,9.0,2015-02-06,web development,1,4.6
learn php fundamentals from scratch,False,0,48650,9,beginner,2.0,6.0,2013-10-16,web development,1,4.1
xml for absolute beginners: learn to create your own tags,True,75,1945,10,beginner,1.0,3.0,2015-12-17,web development,1,4.6
joomla: create a joomla website this weekend with no coding!,False,0,18496,30,beginner,2.0,6.0,2014-10-06,web development,1,4.0
javascript for beginners - a complete guide,True,100,1193,58,mixed,10.5,31.5,2015-06-16,web development,0,
laravel deployment - launch your laravel application online,False,0,4905,13,intermediate,1.0,3.0,2016-10-22,web development,1,4.2
wordpress development crash course: from zero to hero,True,60,1699,22,mixed,2.0,6.0,2016-02-01,web development,1,
learn how to create a wordpress theme using pinegrow,False,0,11812,19,intermediate,2.0,6.0,2015-07-27,web development,1,4.1
learn to build web apps using laravel framework,True,30,746,39,mixed,6.5,19.5,2015-11-10,web development,1,4.3
flexbox: the complete guide,True,35,189,16,mixed,1.0,3.0,2017-06-09,web development,1,4.2
how to safely copy and move your wordpress website,True,60,1419,20,intermediate,1.5,4.5,2014-11-05,web development,1,4.5
angularjs :basics for beginners,True,45,1237,14,mixed,1.0,3.0,2016-09-19,web development,1,
json for beginners: a very basic introduction,True,65,1703,8,beginner,1.0,3.0,2016-01-18,web development,1,3.3
learn sass and improve your css,True,55,1849,24,mixed,3.0,9.0,2014-12-20,web development,1,4.0
angular tutorial for beginners,False,0,5397,36,beginner,2.5,7.5,2017-02-28,web development,0,
html and css for absolute beginners,False,0,4410,26,mixed,3.0,9.0,2017-01-20,web development,1,3.7
"javascript, jquery and ajax",True,20,1554,60,mixed,4.0,12.0,2016-02-02,web development,1,3.3
laravel blog development starter,False,0,4499,20,mixed,2.0,6.0,2017-02-14,web development,1,4.3
react: learn reactjs fundamentals for front-end developers,True,55,1993,26,mixed,4.0,12.0,2016-06-06,web development,0,
